what,kind,bundleId,bundleVersion,description,time
os,sysinfo,,,"linux",1411601558142
arch,sysinfo,,,"x86_64",1411601558142
ws,sysinfo,,,"gtk",1411601558142
locale,sysinfo,,,"en_US",1411601558142
processors,sysinfo,,,"8",1411601558142
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1411601558142
java.runtime.version,sysinfo,,,"1.6.0_32-b32",1411601558142
java.specification.name,sysinfo,,,"Java Platform API Specification",1411601558142
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1411601558142
java.specification.version,sysinfo,,,"1.6",1411601558142
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1411601558142
java.version,sysinfo,,,"1.6.0_32",1411601558142
java.vm.info,sysinfo,,,"mixed mode",1411601558142
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1411601558142
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1411601558142
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1411601558142
java.vm.specification.version,sysinfo,,,"1.0",1411601558142
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1411601558142
java.vm.version,sysinfo,,,"23.25-b01",1411601558142
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1411601558144
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411601558206
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411601560379
started,bundle,com.collabnet.subversion.merge,2.2.4,"com.collabnet.subversion.merge",1411601560455
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1411601560463
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1411601560466
started,bundle,org.tigris.subversion.subclipse.ui,1.6.18,"org.tigris.subversion.subclipse.ui",1411601560517
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411601587629
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411601589904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411601607022
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1411601614065
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1411601614107
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1411601614148
error,log,,,"",1411601635523
error,log,,,"",1411601647369
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1411601647489
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1411601647502
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1411601647575
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411601647588
error,log,,,"Exception occurred while saving project preferences: /LonelyTwitter/.settings/org.eclipse.jdt.core.prefs.",1411601652145
error,log,,,"Exception occurred while saving project preferences: /LonelyTwitter/.settings/org.eclipse.jdt.core.prefs.",1411601652147
error,log,,,"Exception occurred while saving project preferences: /LonelyTwitter/.settings/org.eclipse.jdt.core.prefs.",1411601652149
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1411601652288
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1411601652302
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.core.resources"".",1411601652310
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1411601652379
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1411601652426
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1411601652517
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1411601652703
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1411601652801
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1411601652828
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1411601652829
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1411601652829
started,bundle,org.python.pydev.core,2.6.0.2012062818,"org.python.pydev.core",1411601652877
started,bundle,org.python.pydev.debug,2.6.0.2012062818,"org.python.pydev.debug",1411601652898
started,bundle,com.python.pydev.analysis,2.6.0.2012062818,"com.python.pydev.analysis",1411601652980
started,bundle,org.python.pydev,2.6.0.2012062818,"org.python.pydev",1411601653008
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1411601654175
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1411601654232
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1411601654751
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1411601659839
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1411601664013
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1411601664023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411601666783
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1411601678259
started,bundle,org.eclipse.core.externaltools,1.0.100.v20111007_r372,"org.eclipse.core.externaltools",1411601678306
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1411601681070
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1411601681094
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1411601681100
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1411601681158
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1411601681165
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1411601681185
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1411601681196
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1411601681197
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1411601681223
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1411601681290
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1411601681297
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.17,"org.tigris.subversion.clientadapter.javahl",1411601682139
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.15,"org.tigris.subversion.clientadapter.svnkit",1411601682167
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1411601683026
started,bundle,org.eclipse.wst.validation.ui,1.2.300.v201201050300,"org.eclipse.wst.validation.ui",1411601683847
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1411601683870
started,bundle,org.eclipse.mylyn.wikitext.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.ui",1411601684515
started,bundle,org.eclipse.mylyn.wikitext.core,1.5.1.v20110720-0100,"org.eclipse.mylyn.wikitext.core",1411601684531
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.ui",1411601685287
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1411601689272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1411601689285
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1411601691043
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1411601691095
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1411601691109
